id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	description	test
210	Contact Mountain Vila	0	7	6	4	-1	0	828	1	0	0	40	0	The caster travels to a remote mountain to contact a Vila and persuade her to aid him. The Vila is a powerful female spirit of the wild. The Mountain Vila appears as a naked woman mounted on a stag. Her beauty is only marred by her hoofed feet and anyone rude enough to mention this fact will be struck down or cursed for the rest of his life. The Mountain Vila can fascinate and lure men into servitude with her spellsongs and otherworldly beauty. She has the power to give and take health and is a powerful mage of Nature.	
211	Contact Cloud Vila	0	7	1	4	-1	0	829	1	0	0	40	0	The caster travels to a remote mountain top to contact a Vila and persuade her to aid him. The Vila is a powerful female spirit of the wild. The Cloud Vila appears as a naked, winged woman with cloud-like hair. Her beauty is only marred by her hoofed feet and anyone rude enough to mention this fact will be struck down or cursed for the rest of his life. The Cloud Vila can fascinate and lure men into servitude with her spellsongs and otherworldly beauty. She has the power to give and take health, but is also a powerful mage of the Air who wields the lightning and rides the storms. The Cloud Vila is not as skilled in healing as the Mountain Vila.	
212	Contact Leshiy	0	8	6	6	-1	0	830	1	0	0	60	0	The caster enters a deep forest and contacts its spirit ruler and persuades it to aid him. The Leshiy is a guardian of forests. In the heart of its forest it takes the appearance of a huge man with grayish green skin, covered in lichen, grass and vines. A single horn grows from his forehead and his feet are hoofed. If he leaves his forest he will shrink and become smaller and smaller and lose much of his magical powers. While inside a forest, the Leshiy is able to shapeshift into a great bear covered in moss and lichen.	
213	Sacred Crocodile	0	5	6	2	2	2	831	1	0	0	8	0	All crocodiles are more or less sacred to the populace of C'tis. In the temple marshes some crocodiles are fed slaves and captives. These crocodiles grow to huge proportions. When fed they return into the marshes with their prize and legend has it that they feed their father, a spawn of God, in the depths of the marsh. Blessed by his magic they return to the temples and wait for another sacrifice. This ritual summons a huge blessed crocodile and coerces it to assist in battles.	
214	...	-1	1	-1	0	-1	0	832	1	0	0	0	0	The Scorpion Man is the most frightening beast that wanders the desert. It is said that when a scorpion man looks at a mountain, the mountain shivers in fear.	
215	Herd of Elephants	0	3	6	2	-1	0	833	1003	0	0	30	0	This ritual summons a herd of elephants and makes them loyal to the caster. Elephants are devastating when released upon enemy armies, but if they flee they will trample through the ranks of their own side as well.	
216	Call Melqart	6	6	7	3	0	2	834	1	0	0	99	0	The Melqart is a Rephaite king of a city. Once the Rephaim all lived in Hinnom, but when the Berytians founded colonies near Ashdod, they were influenced by Rephaites and began to worship the Rephaite kings as gods. Now most Berytian colonies have a great temple to a Melqart god, praying for its eventual arrival. With this ritual the Blood mage will summon a Melqart to help the empire of Berytos.	
217	Strange Fire	2	4	4	2	0	1	835	1	1	20	0	0	The caster unleashes otherworldly fire to smite his enemies. The Strange Fire is of the Celestial Sphere and will destroy demons and other beings abominable to the world.	
218	Memories of Stone	4	5	5	2	3	1	836	1003	0	0	10	0	In a barren desert the Yeddeoni have found the fossilized remains of Rephaim armed with archaic weapons. With the ancient magic of the Grigori, these fossils are endowed with memories of old and forced to once again move and fight for the descendants of the Fallen Angels. The spell can only be cast in wastelands.	
219	Dirge for the Dead	0	6	5	3	8	1	837	1	0	0	25	0	The Zamzummite contacts and summons a Ditanu from Sheol. The Ditanim are ancient Rephaite heroes bound in Sheol for their sins. They serve the Malikum, deified kings of the Underworld. Ditanim are huge, ethereal apparitions armed with weaponry enchanted at the dawn of time. They are formidable warriors endowed with magical powers.	
220	Banquet for the Dead	0	8	5	4	8	1	838	1	0	0	55	90	The Zamzummite holds a banquet for the deified dead. For three days the living and the shades of the dead share tables and meals. At the eastern end of the table is a throne for the living Adon and at the western end is an empty throne. Each night the ghostly shapes in the empty seats and throne become more solid. At the final night the Zamzummite sacrifices himself at the banquet and is devoured by the dead king who can manifest in the land of the living as a reawakened god. The Malik manifests with his host of Ditanim.	
221	Summon Se'irim	6	3	7	2	-1	0	839	8	0	0	33	0	With a sacrifice of blood, the caster summons eight Se'irim from the desert. The Se'irim are goat-demons begotten by Azazel, Bringer and Taker of Civilization. The Se'irim are sacred to Avvim and the Horim have encountered them in the desert and mistakenly worship them as lords of the wild. The spell can only be cast in wastelands.	
222	Summon Shedim	6	4	7	3	1	1	840	3	0	0	32	0	With a sacrifice of blood, the caster summons three Shedim from the desert. The Shedim are winged, ox-headed storm demons and possibly servants of Pazuzu roaming the wastelands. The spell can only be cast in wastelands.	
223	Call Malakh	0	4	4	2	-1	0	841	1	0	0	9	0	The caster calls down a heavenly messenger from the Celestial Sphere. It appears in human form, winged and dressed in a white robe and surrounded by an aura of divine splendor.	
224	Call Hashmal	0	6	4	3	0	1	842	1	0	0	21	0	The caster calls down a manifestation of heavenly power from the Celestial Sphere. The Hashmalim appear as brilliant clouds of flashing fire, at the center of which is a body of brass with the likeness of a living being with four faces. Their will can be felt as they proclaim the Glory of the reawakening God. The Hashmalim are particularly good at strengthening the faith of the unsure.	
225	Call Arel	0	7	4	4	6	1	843	1	0	0	39	0	The caster calls down a manifestation of heavenly power from the Celestial Sphere. The Arelim appear as beautiful winged beings. They are the most gentle of all beings of the Celestial Sphere. They nurture nature and are protectors of the weak. They weep for the wounded and follow armies in lamentation of the wars brought by the gifts of the Watchers.	
226	Call Ophan	0	8	4	5	0	2	844	1	0	0	49	0	The caster calls down a manifestation of heavenly power from the Celestial Sphere. The Ophanim, wheels, are angelic beings of unfathomable and otherworldly might. They appear as a brilliance covered by four wings, that when unfolded reveal a wheel intersecting another wheel of gleaming brass. The rim of the wheel is covered by eyes of sparkling chrysolite and the being is surrounded by a blaze like that of the sun. The Ophanim see all that passes under their many eyes and watch the affairs of men from the heavenly spheres.	
227	Call Merkavah	0	9	4	7	0	3	845	1	0	0	222	89	With a tremendous sacrifice of power the caster calls down the ultimate manifestation of heavenly power. A Merkavah, a heavenly chariot of vast and unbearable power forms in the skies. In a blaze of otherworldly splendor, four wheels covered by four wings move the Merkavah in four directions. Above the four wheels at the center of the solar glory is a living being with four faces, four wings, four colors and four lives. Above the living being is a sapphire dome of stellar might beyond which the unbearable might of the Celestial Thrones is visible. After the vision of the heavens subsides, the four wheels and the Tetramorph remain to command the faithful and destroy the servants of sin.	
228	Release Lord of Civilization	6	9	7	8	-1	0	846	1	0	0	177	85	The caster performs a vast sacrifice of blood to release one of the six Grigori from their infernal prison. The Grigori, or Watchers, were angelic beings who taught the forbidden lore of civilization, warcraft and magic to the Avvim at the dawn of time. The Grigori are still worshiped by the Avvim as bringers of civilization and fathers of the Nephilim.	
229	Summon Mazzikim	0	3	6	1	-1	0	847	8	0	0	3	0	The caster summons a group of Mazzikim from the wild. Mazzikim are imps of the wild who terrorize unwary travelers. They are mischievous rather than malign, but can cause some havoc in enough numbers. Since they are of this world, they can be summoned without a sacrifice of blood, even if demonic by nature.	
230	Summon Lilot	0	5	6	4	-1	0	848	1	0	0	25	0	The caster summons a Lilot from the wild. The Lilin are the offspring of Lilith, a demoness of primeval times and the Mother of Demons. Lilin appear as winged women with the lower part of a hind. Their appearance is strangely alluring and they seduce and abduct men of weak morals. Regardless of their ancestry, they are of this world and can be summoned without the sacrifice of blood.	
231	Summon Monster Fish	0	6	2	3	-1	0	849	1	0	0	10	0	This spell summons a Monster Fish. This huge fish lives only in the deepest gorges of the ocean. When it is hunting, it will light up its antenna to lure prey closer. When the prey comes close, it will open its enormous mouth and swallow the prey whole. This works best against prey that is smaller than the Monster Fish, but it also has some sharp teeth to use against the really large opponents that can be found in the oceans.	
232	Send Tupilak	4	5	5	3	2	1	850	1	0	0	5	0	The Tupilak is an artificial animal made from various animal cadavers. It is able to take the appearance and attributes of any of its composite parts. Most Tupilaks are made from bears, ravens, seals and reindeer. This gives the Tupilak battle prowess and the ability of flight. After it has been created, it is given the task of hunting down and killing a specific enemy commander. Then the Tupilak will fly, run and swim across the world in order to find its prey and kill it.	
233	Unholy Command	7	0	8	1	-1	0	851	1	0	0	0	0	An unholy priest commands an enemy undead being to serve him.	
234	Unholy Protection	7	0	8	1	-1	0	852	1	100	0	0	0	With this prayer, an unholy priest grants magic resistance to a small number of undead beings. This extra magic resistance is very useful if the enemy has priests that can banish the undead.	
235	Unholy Blessing	7	0	8	1	-1	0	853	1	100	0	0	0	This prayer activates the powers of an unholy troop. There are more powerful versions of this spell that targets more units.	
236	Unholy Power	7	0	8	1	-1	0	854	1	100	0	0	0	With this prayer, an unholy priest can grant extra speed and attack skill to a small number of undead beings.	
237	Anathema	7	0	8	2	-1	0	855	1	100	0	0	0	The unholy priest curses an enemy priest or a small group of holy enemy units. The cursed ones have a greatly increased chance of obtaining permanent afflictions if they are wounded.	
238	Unholy Protection	7	0	8	2	-1	0	856	1	100	0	0	0	With this prayer, an unholy priest grants magic resistance to a small number of undead beings. This extra magic resistance is very useful if the enemy has priests that can banish the undead.	
239	Unholy Blessing	7	0	8	2	-1	0	857	1	100	0	0	0	This prayer activates the powers of an unholy troop. There are more powerful versions of this spell that targets more units.	
240	Apostasy	7	0	8	3	-1	0	858	1	100	0	0	0	The unholy priest corrupts the faith of an enemy priest or sacred soldier. The apostate will join forces with the caster and his priestly powers will be tainted.	
241	Unholy Power	7	0	8	3	-1	0	859	1	100	0	0	0	With this prayer, an unholy priest can grant extra speed and attack skill to a small number of undead beings.	
242	Unholy Blessing	7	0	8	3	-1	0	860	1	100	0	0	0	The priest blesses all unholy undead troops on the battlefield.	
243	Protection of the Sepulchre	7	0	8	3	-1	0	861	1	100	0	0	0	With this prayer, an unholy priest grants magic resistance to most undead beings on the battlefield. This extra magic resistance is very useful if the enemy has priests that can banish the undead.	
244	Power of the Sepulchre	7	0	8	4	-1	0	862	1	0	0	0	0	The Ermorian priest makes his undead subjects dance and twitch with the power of the Unholy Sepulchre. All undead beings on the battlefield will get increased movement speed and attack skill.	
245	Revive Lictor	0	0	5	2	-1	0	863	1	0	0	3	0	The necromancer revives an Ermorian Lictor. The Lictors were dignitaries entrusted with keeping the order during the Empire's glory days. Lictors are corporeal undead of great physical strength. They are armored with rusty plate hauberks and wield great axes formerly used as a sign of their office. Lictors are so closely connected with the Netherworld that they are surrounded by a wind of numbing cold. If revived by a necromancer wearing a Black Laurel, two additional Lictors will reawaken from the dead.	
246	Revive Censor	0	0	5	2	-1	0	864	1	0	0	4	0	The necromancer revives an Ermorian Censor. The Censors were judges in the Old Empire. They are armed as Lictors and share their powers and weaknesses. Censors are commanders, able to lead the dead.	
247	Revive Acolyte	0	0	5	2	-1	0	865	1	0	0	10	0	The necromancer revives an ancient and unholy priest. The Priests of Eldregate were responsible for performing the ceremonies in the Holy City of Eldregate. When the Dusk Elders succumbed to the dark lure of Death magic, the Priests of Eldregate sat silent and watched the Empire fall. As a result, they were cursed more strongly than the rest of the population and are the ones who perform the unholy rites of reanimation.  The Priests of Eldregate are surrounded by a wind of numbing cold.	
248	Revive Bishop	0	0	5	2	-1	0	866	1	0	0	16	0	The necromancer revives an ancient and unholy priest. The Priests of Eldregate were responsible for performing the ceremonies in the Holy City of Eldregate. When the Dusk Elders succumbed to the dark lure of Death magic, the Priests of Eldregate sat silent and watched the Empire fall. As a result, they were cursed more strongly than the rest of the population and are the ones who perform the unholy rites of reanimation.  The Priests of Eldregate are surrounded by a wind of numbing cold.	
249	Revive Arch Bishop	0	0	5	3	-1	0	867	1	0	0	23	0	The necromancer revives an ancient and unholy priest. The Priests of Eldregate were responsible for performing the ceremonies in the Holy City of Eldregate. When the Dusk Elders succumbed to the dark lure of Death magic, the Priests of Eldregate sat silent and watched the Empire fall. As a result, they were cursed more strongly than the rest of the population and are the ones who perform the unholy rites of reanimation.  The Priests of Eldregate are surrounded by a wind of numbing cold.	
250	Revive Spectator	0	0	5	2	-1	0	868	1	0	0	12	0	The necromancer revives the spectre of an ancient Ermorian mage.  The mages of Ermor were the ones who performed the rituals that corrupted and destroyed the old empire. The mages do not possess solid bodies, but their spirits are connected to the Netherworld and their powers of Death magic are greater than ever before.  The touch of these mages will drain the life energy of the target and replenish the power of the mage. They are ethereal and are very difficult to harm without using magic weapons.	
251	Revive Dusk Elder	0	0	5	3	-1	0	869	1	0	0	20	0	The necromancer revives the spectre of an ancient Ermorian mage.  The mages of Ermor were the ones who performed the rituals that corrupted and destroyed the old empire. The mages do not possess solid bodies, but their spirits are connected to the Netherworld and their powers of Death magic are greater than ever before.  The touch of these mages will drain the life energy of the target and replenish the power of the mage. They are ethereal and are very difficult to harm without using magic weapons.	
252	Revive Wailing Lady	0	2	5	2	-1	0	870	1	0	0	15	0	The necromancer revives the spectre of an Ermorian lady. The Wailing Lady weeps in lamentation over the annihilation of the Empire.  The apparition is horrible to behold and her sorrow impossible to bear.  Living beings drop dead upon hearing the wail of the spectral Lady. The Wailing Ladies are ethereal and difficult to damage with non-magical weapons. They are sacred and can be blessed by the priests of Ermor. Wailing Ladies can enter the sea.	
253	Lictorian Guard	0	3	5	2	-1	0	871	5	0	0	10	0	This spell summons a handful of Lictors. Lictors are sacred and were the peacekeepers of the Old Empire.	
254	Lamentation	0	5	5	3	-1	0	872	5	0	0	50	0	This spell summons a handful of Wailing Ladies. Wailing Ladies are sacred and their weeping for the annihilated Empire is unbearable to behold.	
255	Great Lamentation	0	7	5	5	-1	0	873	14	0	0	66	0	This spell summons a great number of Wailing Ladies. Wailing Ladies are sacred and their weeping for the annihilated Empire is unbearable to behold.	
